    -31.85      27.80 
    -39.46      11.40 
    -28.59      10.40 
    -25.49      25.20 
    -43.74      10.90 
    -26.03      20.70 
    -41.13      13.90 
    -34.55      11.40 
    -23.54      22.80 
    -40.88       7.80 
    -26.93      26.80 
    -33.26      13.90 
    -38.20      12.20 
    -31.26      30.30 
    -30.90      20.20 
    -38.22      33.30 
    -27.30      27.50 
    -45.39      10.20 
    -33.37      10.70 
    -21.88      27.40 
    -47.87       5.00 
    -31.93      18.00 
    -29.25      16.60 
    -38.46      10.90 
    -24.07      24.00 
    -24.18      31.20 
    -42.17      14.70 
    -33.43      27.10 
    -51.24      -0.20 
    -25.73      37.10 
    -48.76      10.10 
    -36.60      19.10 
    -39.47      30.45 
    -47.07      15.57 
    -40.63      18.24 
    -37.33      24.25 
    -30.54      26.79 
    -39.90      23.19 
    -43.54      18.02 
    -45.31      15.90 
    -49.88       1.91 
    -41.81      16.10 
    -37.64      24.99 
    -41.25       8.60 
    -59.60      14.46 
    -36.36      24.46 
    -51.64       8.16 
    -32.97      12.36 
    -38.49      19.64 
    -39.29      19.57 
    -26.50      33.91 
    -55.40      16.36 
    -45.93       4.13 
    -37.94      19.73 
    -32.29      19.36 
    -29.83      26.89 
    -45.21      21.22 
    -26.99      30.92 
    -31.13      20.44 
    -37.57      20.07 
    -34.23      23.21 
    -39.34      16.94 
    -37.86      22.67 
    -37.30      23.20 
    -29.10      35.07 
    -34.36      20.95 
    -42.85      15.24 
    -31.57      25.32 
    -36.68      26.02 
    -39.84      17.96 
    -33.32      28.94 
    -37.16      24.60 
    -40.10      32.59 
    -50.30       6.78 
    -28.32      29.72 
    -43.69       8.21 
    -40.51      18.11 
    -35.11      24.24 
    -45.76      13.42 
    -48.22      10.99 
    -50.73      14.90 
    -41.05      18.76 
    -28.24      29.81 
    -22.60      33.59 
    -32.92      25.62 
    -33.70      22.66 
    -35.03      17.92 
    -40.98      16.85 
    -38.35      25.39 
    -53.33      10.63 
    -48.62      11.65 
    -45.32      12.21 
    -38.78      15.19 
    -33.16      36.68 
    -58.52      13.27 
    -33.29      27.40 
    -46.26       8.13 
    -32.05      29.70 
    -45.86       8.92 
    -34.39      24.72 
    -48.43       8.69 
    -39.84      22.23 
    -53.02      10.03 
    -36.06      28.94 
    -39.05      25.46 
    -32.56      29.93 
    -47.69      11.15 
    -39.44      24.82 
    -36.65      29.38 
    -38.10      16.60 
    -40.03      10.55 
    -36.40      14.91 
    -37.57      12.06 
    -33.14      15.10 
    -32.98      22.40 
    -29.38      29.86 
    -32.21      13.02 
    -40.34      10.07 
    -26.31      35.25 
    -52.65      14.28 
    -32.34      24.01 
    -28.10      22.35 
    -22.85      33.52 
    -34.59      25.96 
    -37.02      17.39 
    -32.22      24.89 
    -51.57      10.27 
    -27.21      23.27 
    -23.02      37.80 
    -29.62      13.96 
    -26.12      28.01 
    -28.04      24.24 
    -34.02      13.82 
    -29.06      33.31 
    -42.38       9.65 
    -38.26      17.74 
    -31.09      16.89 
    -34.05      19.66 
    -45.12       8.00 
    -39.31      16.37 
    -36.45      16.09 
    -39.96      14.31 
    -45.38      11.58 
    -47.49       5.03 
    -34.38      13.76 
    -42.32       8.74 
    -52.59       6.04 
    -35.45      24.76 
    -36.53      15.28 
    -30.67      25.38 
    -38.84      11.20 
    -34.90      15.90 
    -33.66      14.10 
    -34.28      25.90 
    -53.58       7.70 
    -44.06      16.20 
    -41.26      12.70 
    -41.93      18.40 
    -30.17      29.20 
    -37.76      17.90 
    -38.31      20.20 
    -48.97      18.40 
    -31.45      20.02 
    -24.69      26.58 
    -36.92      20.60 
    -32.57      18.43 
    -35.21      25.30 
    -33.85      13.40 
    -27.68      29.80 
    -36.55      11.80 
    -47.19      10.60 
    -44.00      10.70 
    -33.72      15.40 
    -38.86      20.50 
    -33.55      23.70 
    -36.10      22.20 
    -28.82      23.20 
    -46.23      19.70 
    -26.42      37.20 
    -37.82      11.60 
    -35.39      22.00 
    -33.55      32.50 
    -39.84      16.40 
    -41.33      25.70 
    -43.84      14.00 
    -39.80      25.40 
    -29.83      33.80 
    -57.24      11.60 
    -25.92      17.30 
    -32.37      16.40 
    -40.71      20.70 
    -37.07      16.20 
    -34.25      21.20 
    -34.18      27.00 
    -30.72      29.00 
    -36.09      21.70 
    -44.92      18.60 
    -32.15      21.80 
    -23.14      34.70 
    -36.88      17.60 
    -54.69       7.40 
    -29.30      11.20 
    -34.54      27.60 
    -36.54      17.60 
    -28.26      14.50 
    -34.86      19.90 
    -30.91      23.70 
    -42.48       3.50 
    -41.98      12.10 
    -34.04      19.30 
    -38.63       9.10 
    -50.47      12.20 
    -29.66      17.60 
    -27.61      28.90 
    -40.69      14.90 
    -50.53       0.50 
    -39.63      13.90 
    -33.13      26.40 
    -36.54      19.50 
    -34.60      30.20 
    -46.81      25.50 
    -42.02      14.10 
    -26.70      21.50 
    -35.41       9.00 
    -32.64      25.00 
    -50.67       7.50 
    -28.17      26.20 
    -42.41       7.90 
    -47.08       6.00 
    -31.49      23.00 
    -54.49       3.90 
    -32.04      18.20 
    -35.76      24.80 
    -29.85      29.40 
    -36.66      15.90 
    -30.10      30.80 
    -41.30      29.20 
    -60.54      12.00 
    -41.33      15.30 
    -37.58      28.60 
    -46.38      18.20 
    -34.33      24.77 
    -38.18      18.20 
    -37.28       7.49 
    -48.21      14.71 
    -32.63      24.56 
    -59.94      11.93 
    -40.34      24.57 
    -43.45      27.01 
    -41.53      17.71 
    -24.89      31.19 
    -36.69      20.29 
    -35.88      20.30 
    -41.60      30.66 
    -36.28      28.43 
    -40.91      28.72 
    -36.57      20.82 
    -43.99      21.71 
    -24.28      35.75 
    -40.62      21.43 
    -25.13      31.10 
    -40.10      24.61 
    -20.44      40.87 
    -38.74      22.27 
    -34.29      22.11 
    -38.06      28.23 
    -37.58      29.68 
    -36.71      28.36 
    -25.74      37.54 
    -46.24      18.00 
    -40.18      13.68 
    -32.43      27.64 
    -28.48      29.29 
    -31.37      34.29 
    -42.98      18.17 
    -42.41      17.66 
    -33.55      20.26 
    -26.46      31.31 
    -36.24      34.10 
    -35.48      27.47 
    -41.52      31.64 
    -33.18      31.81 
    -48.04      19.05 
    -47.09      20.50 
    -34.78      29.12 
    -37.20      21.68 
    -41.22      22.24 
    -28.36      32.45 
    -34.32      29.60 
    -29.05      35.52 
    -36.00      23.13 
    -43.17      11.21 
    -55.29      23.45 
    -29.11      36.44 
    -35.43      20.58 
    -40.43      29.21 
    -43.05      28.52 
    -19.08      43.07 
    -32.13      32.30 
    -43.72      17.47 
    -32.11      23.05 
    -37.29      18.32 
    -51.56      26.83 
    -42.35      23.09 
    -35.33      23.64 
    -43.42      13.33 
    -34.31      16.86 
    -38.47      20.99 
    -48.96       8.12 
    -23.49      28.72 
    -39.30      20.66 
    -28.89      21.52 
    -52.35       5.22 
    -38.79      24.99 
    -33.51      23.96 
    -33.00      29.46 
    -42.70      14.99 
    -36.70      21.31 
    -39.55      22.34 
    -44.71      21.08 
    -39.55      18.34 
    -44.67      10.46 
    -48.76      10.24 
    -26.53      34.75 
    -21.57      32.61 
    -40.88      21.80 
    -35.73      30.34 
    -49.57      13.10 
    -37.41      25.20 
    -18.55      35.12 
    -46.27      19.64 
    -24.38      35.93 
    -41.60      22.71 
    -34.55      18.55 
    -39.07      18.17 
    -33.28      21.78 
    -34.78      34.28 
    -33.47      27.65 
    -41.57      18.90 
    -36.15      19.42 
    -45.50      19.62 
    -43.32      11.96 
    -36.02      21.29 
    -30.26      29.54 
    -28.02      35.83 
    -34.80      18.66 
    -40.66      18.58 
    -39.45      20.88 
    -37.47      22.26 
    -32.34      31.09 
    -31.80      26.96 
    -32.64      23.51 
    -40.67      17.09 
    -42.63      17.86 
    -32.60      27.84 
    -30.22      24.63 
    -55.37      15.50 
    -37.75      14.89 
    -55.44      11.45 
    -38.38      18.14 
    -44.99      16.20 
    -36.08      27.50 
    -43.75      11.50 
    -34.50      23.80 
    -50.90       3.90 
    -32.08      21.60 
    -35.18      23.00 
    -41.10      12.60 
    -43.40      11.20 
    -29.72      25.60 
    -34.33      25.50 
    -30.29      26.30 
    -24.34      33.90 
    -39.77      13.40 
    -36.29      18.10 
    -31.40      24.90 
    -39.04      14.70 
    -38.69       2.30 
    -51.94      -0.40 
    -39.91       6.80 
    -43.78      18.40 
    -45.03       6.90 
    -43.49       3.70 
    -43.93      13.90 
    -45.07      14.60 
    -54.23       9.10 
    -50.28       8.80 
    -40.09      12.20 
    -33.71      29.90 
    -40.30       7.20 
    -36.25      13.60 
    -40.73      12.80 
    -53.13       7.00 
    -28.42      33.70 
    -42.03      14.90 
    -43.90       6.00 
    -39.99      12.40 
    -33.51      24.60 
    -42.12      16.50 
    -30.57       5.40 
    -46.51      19.90 
    -25.94      23.50 
    -40.95      26.90 
    -41.69      14.20 
    -34.19      21.50 
    -26.94      26.20 
    -38.25      22.50 
    -37.53      23.40 
    -37.43      21.70 
    -21.95      30.30 
    -37.37      22.70 
    -43.18      -1.50 
    -37.44      25.60 
    -39.00      20.50 
    -36.57      26.60 
    -41.22      17.15 
    -43.66      15.40 
    -54.54      15.97 
    -30.06      38.88 
    -36.18      26.78 
    -37.25      25.86 
    -50.54       9.43 
    -34.29      35.32 
    -22.41      31.26 
    -30.71      30.31 
    -47.22      22.00 
    -39.29      20.55 
    -50.79      11.16 
    -43.37      12.90 
    -38.96      15.76 
    -33.09      18.17 
    -34.64      27.51 
    -31.76      27.40 
    -38.50      22.33 
    -43.53      14.62 
    -34.68      27.39 
    -32.42      29.05 
    -36.60      29.54 
    -26.14      27.15 
    -32.75      34.00 
    -40.02      16.39 
    -48.45      15.73 
    -49.36       9.23 
    -39.32      17.63 
    -37.55      15.99 
    -41.68      20.56 
    -49.53      10.63 
    -43.82      20.35 
    -56.55       5.42 
    -51.32      12.90 
    -33.51      23.78 
    -51.04      10.13 
    -29.75      20.10 
    -32.24      22.14 
    -30.26      27.10 
    -28.03      30.95 
    -50.21       7.18 
    -39.17      23.01 
    -33.18      17.65 
    -44.18      19.57 
    -39.18      23.68 
    -34.09      25.39 
    -27.68      31.11 
    -41.11      19.56 
    -54.50       7.36 
    -54.74       7.80 
    -49.59      13.50 
    -37.07      25.13 
    -38.93      21.53 
    -36.37      21.39 
    -37.04      26.06 
    -31.81      28.07 
    -28.34      27.59 
    -28.37      30.96 
    -38.16      23.86 
    -35.98      23.39 
    -22.23      35.90 
    -40.94      13.60 
    -37.74      27.20 
    -32.74      18.80 
    -44.14      10.10 
    -47.67      10.80 
    -43.00      10.60 
    -37.25      18.30 
    -34.35      12.70 
    -27.71      26.60 
    -34.56      21.90 
    -28.97      26.00 
    -47.26       6.50 
    -26.58      33.90 
    -30.87      41.70 
    -46.82      13.50 
    -29.28      28.00 
    -37.78      26.30 
    -42.22       6.60 
    -26.62      30.70 
    -29.00      23.60 
    -34.93      24.30 
    -47.76       3.40 
    -39.13      17.50 
    -34.38      25.20 
    -30.48      36.90 
    -45.24      18.50 
    -25.45      24.50 
    -39.40      23.90 
    -37.81      19.40 
    -19.94      27.30 
    -28.21      29.30 
    -25.06      26.20 
    -24.19      35.60 
    -36.28      26.40 
    -41.00      10.30 
    -35.77      20.70 
    -38.70      21.40 
    -18.63      37.60 
    -26.20      25.70 
    -30.36      23.00 
    -30.80      29.70 
    -49.32       8.10 
    -27.68      33.90 
    -31.43      23.40 
    -48.84      23.90 
    -27.32      26.40 
    -27.44      40.30 
    -23.76      36.50 
    -48.61      28.73 
    -43.75      15.80 
    -38.12      17.30 
    -30.13      26.50 
    -40.80      16.00 
    -39.99      16.30 
    -43.19      18.40 
    -31.42      26.00 
    -41.26       9.80 
    -36.34      27.00 
    -27.09      31.00 
    -45.02       4.60 
    -42.20      22.60 
    -32.30      27.30 
    -56.77      -1.60 
    -36.74      18.90 
    -33.81      20.30 
    -34.61      22.00 
    -34.53      25.10 
    -34.82      34.70 
    -36.96      22.40 
    -38.83      21.50 
    -46.10      12.00 
    -36.04      28.70 
    -40.14      13.50 
    -28.68      30.00 
    -40.24      23.30 
    -42.05      28.90 
    -28.76      29.80 
    -32.55      20.10 
    -43.65      11.20 
    -39.26      15.10 
    -39.57      12.30 
    -43.27      16.00 
    -46.44      12.50 
    -25.69      20.20 
    -30.49      25.60 
    -43.68      20.90 
    -35.65      38.70 
    -31.59      26.90 
    -43.38       6.00 
    -40.35       5.10 
    -33.19      22.50 
    -40.84       3.50 
    -23.09      35.70 
    -37.04      27.49 
    -45.33      19.45 
    -42.81      20.70 
    -48.69      13.70 
    -31.15      27.50 
    -22.77      11.20 
    -32.64      30.40 
    -30.48      30.20 
    -35.47      17.30 
    -35.29      24.40 
    -51.46       9.10 
    -43.59      15.30 
    -43.01       6.10 
    -32.38      21.40 
    -41.38      19.10 
    -35.79      18.80 
    -40.62      14.90 
    -34.81      14.20 
    -39.32      19.40 
    -39.49      14.70 
    -40.36      13.50 
    -33.64      28.50 
    -28.45      26.10 
    -30.49      29.40 
    -36.04      18.50 
    -37.72      15.40 
    -31.64      25.80 
    -56.56      -1.40 
    -35.48      20.50 
    -44.72       1.70 
    -50.04       5.00 
    -35.63      18.80 
    -37.94      18.90 
    -41.65      17.10 
    -33.31      24.60 
    -40.16      19.00 
    -32.74      14.50 
    -41.05       7.60 
    -32.92      20.20 
    -47.85       9.10 
    -34.71      24.00 
    -37.67      28.00 
    -30.57      20.50 
    -36.36      18.02 
    -49.27       9.78 
    -31.01       7.80 
    -38.76      12.10 
    -39.11      13.20 
    -35.47      16.30 
    -50.13       6.10 
    -37.98      14.60 
    -37.02      23.90 
    -41.30      18.60 
    -49.78      15.10 
    -42.21      27.80 
    -41.01      14.20 
    -36.93      27.80 
    -40.42      12.30 
    -33.77      28.50 
    -40.86      16.10 
    -35.21      23.90 
    -35.43      23.10 
    -38.37      15.20 
    -52.12      -0.30 
    -50.53      21.90 
    -36.54      20.90 
    -35.61      16.20 
    -41.69      29.00 
    -30.15      21.90 
    -17.89      19.60 
    -38.41      13.80 
    -21.79      29.30 
    -43.03       7.90 
    -32.80      14.50 
    -36.69       1.00 
    -37.47      21.70 
    -43.86      13.60 
    -47.44       8.80 
    -31.58      20.80 
    -34.45      38.90 
    -28.32      33.00 
    -63.95      17.20 
    -67.44      -1.90 
    -40.95       8.80 
    -32.29      16.10 
    -14.60      34.30 
    -30.27      26.90 
    -40.79      11.60 
    -35.19      16.30 
    -35.55      10.50 
    -30.04      15.70 
